unique_id,doctor_id,specialty,medication,nb_beneficiaries,spending
XB429276,1881678696,GENERAL PRACTICE,DILTIAZEM HCL,41,2843.94
YW713472,1619906773,FAMILY PRACTICE,FLUOXETINE HCL,53,1016.92
RH570966,1548676752,NURSE PRACTITIONER,PHENYTOIN SODIUM EXTENDED,13,448.87
RE149452,1699971358,FAMILY PRACTICE,CLONAZEPAM,20,95.37
TR168557,1992781793,FAMILY PRACTICE,"INSULIN GLARGINE,HUM.REC.ANLOG",53,26846.25
KI548600,1356395552,INTERNAL MEDICINE,POLYETHYLENE GLYCOL 3350,130,2339.99
OR847272,1518946920,INTERNAL MEDICINE,INSULIN ASPART,25,11499.28
QE397071,1619049558,INTERNAL MEDICINE,ATORVASTATIN CALCIUM,81,1190.3
FP744299,1306821947,INTERNAL MEDICINE,BUPROPION HCL,36,2111.96
BE170415,1922009208,INTERNAL MEDICINE,QUETIAPINE FUMARATE,27,7238.67
FP305630,1841553930,EMERGENCY MEDICINE,LISINOPRIL/HYDROCHLOROTHIAZIDE,13,108.18
PU619950,1902835309,FAMILY PRACTICE,NEBIVOLOL HCL,15,3504.48
OX612894,1275602070,FAMILY PRACTICE,LINAGLIPTIN,143,53379.72
EI774938,1699848648,FAMILY PRACTICE,GLIPIZIDE,77,653.09
BS562062,1104840958,INTERNAL MEDICINE,GLIMEPIRIDE,11,118.66
IF779567,1205141637,NURSE PRACTITIONER,OXYCODONE HCL,12,2761.91
LX261551,1740299445,INTERNAL MEDICINE,AZITHROMYCIN,55,481.78
MF372713,1477660637,INTERNAL MEDICINE,"PEN NEEDLE, DIABETIC",16,252.0
YS949335,1104904846,INTERNAL MEDICINE,ATORVASTATIN CALCIUM,28,1000.71
XP209173,1659485092,INTERNAL MEDICINE,NORTRIPTYLINE HCL,13,118.82
CE988657,1699863118,GENERAL PRACTICE,NIFEDIPINE,38,760.89
KQ316759,1649248915,INTERNAL MEDICINE,POTASSIUM CHLORIDE,17,1276.5
XL904284,1518194224,INTERNAL MEDICINE,TRAMADOL HCL,47,268.06
LT369456,1043294440,FAMILY PRACTICE,LEVOTHYROXINE SODIUM,13,629.46
YM727857,1447370168,NEUROLOGY,LORAZEPAM,51,314.01
TF740246,1992851323,INTERNAL MEDICINE,ALENDRONATE SODIUM,31,357.33
QO178309,1720039043,INTERNAL MEDICINE,LISINOPRIL,19,72.96
UJ750361,1952396673,INTERNAL MEDICINE,CILOSTAZOL,11,147.19
ZF363294,1871546796,FAMILY PRACTICE,SULFAMETHOXAZOLE/TRIMETHOPRIM,13,55.54
QQ483452,1093796427,NEUROLOGY,PHENYTOIN SODIUM EXTENDED,13,1456.07
TZ926802,1386939759,INFECTIOUS DISEASE,VANCOMYCIN HCL,43,8779.78
ID329319,1942217914,INTERNAL MEDICINE,SERTRALINE HCL,97,679.9
KZ998279,1215987235,FAMILY PRACTICE,FEBUXOSTAT,22,12416.33
PA408286,1154321032,GERIATRIC MEDICINE,BUDESONIDE/FORMOTEROL FUMARATE,28,7844.28
VZ685001,1598730467,INTERNAL MEDICINE,ALBUTEROL SULFATE,22,1255.39
PK431323,1417967431,INTERNAL MEDICINE,POTASSIUM CHLORIDE,15,334.78
GW889860,1467433748,INTERNAL MEDICINE,ISOSORBIDE MONONITRATE,221,3437.82
MG114146,1912045378,GENERAL PRACTICE,"SYRINGE AND NEEDLE,INSULIN,1ML",13,383.56
XB188535,1184792517,NURSE PRACTITIONER,OXYCODONE HCL,12,131.66
WQ159524,1568499333,FAMILY PRACTICE,TRIAMCINOLONE ACETONIDE,12,95.47
GQ252628,1083682074,INTERNAL MEDICINE,PIOGLITAZONE HCL,12,350.58
ZA108510,1114920824,INTERNAL MEDICINE,LOSARTAN/HYDROCHLOROTHIAZIDE,12,286.48
ME139790,1013104652,NURSE PRACTITIONER,VERAPAMIL HCL,14,334.67
VG670722,1669444709,RHEUMATOLOGY,DOXEPIN HCL,13,208.75
AF971055,1740281690,NURSE PRACTITIONER,POTASSIUM CHLORIDE,30,671.2
OE518271,1376683268,PHYSICIAN ASSISTANT,PREDNISONE,34,112.14
KB183636,1689679490,CARDIOLOGY,NIFEDIPINE,14,203.5
JS596472,1205833787,GASTROENTEROLOGY,ENOXAPARIN SODIUM,13,3000.1
HM413039,1609981604,INTERNAL MEDICINE,TAMSULOSIN HCL,15,397.36
GZ566828,1245208065,INTERNAL MEDICINE,ZAFIRLUKAST,11,1093.18
ZO426111,1538370036,PHYSICIAN ASSISTANT,"FENOFIBRATE,MICRONIZED",17,1120.35
ER571811,1265401400,NEUROLOGY,RASAGILINE MESYLATE,24,14844.16
WG388438,1386687051,INTERNAL MEDICINE,MEMANTINE HCL,38,4205.51
LT388177,1366813065,NURSE PRACTITIONER,OXYCODONE HCL/ACETAMINOPHEN,38,1681.75
XK543130,1316984016,INTERNAL MEDICINE,ROSUVASTATIN CALCIUM,17,5127.6
BI430531,1073534434,ENDOCRINOLOGY,RISEDRONATE SODIUM,15,4635.19
OJ169788,1326131400,FAMILY PRACTICE,ROSUVASTATIN CALCIUM,45,13245.22
UP749629,1457380156,INTERVENTIONAL CARDIOLOGY,CITALOPRAM HYDROBROMIDE,31,196.91
UC178556,1740284074,INTERNAL MEDICINE,ROSUVASTATIN CALCIUM,28,3074.2
KO993225,1679557367,OTOLARYNGOLOGY,FLUTICASONE PROPIONATE,134,1518.56
RE512104,1033107750,FAMILY PRACTICE,CITALOPRAM HYDROBROMIDE,74,425.88
CJ162934,1326068156,INTERNAL MEDICINE,BISOPROLOL FUMARATE/HCTZ,16,145.3
HM829408,1700980299,HEMATOLOGY/ONCOLOGY,0.9 % SODIUM CHLORIDE,20,71.82
SA354443,1659396059,PHYSICIAN ASSISTANT,ALPRAZOLAM,24,264.39
WY398236,1225125792,INTERNAL MEDICINE,METOLAZONE,47,3652.94
CN110207,1609868579,NURSE PRACTITIONER,OLANZAPINE,180,50156.94
YA261579,1144265406,OPTOMETRY,TIMOLOL MALEATE,71,619.98
PD549336,1316929995,FAMILY PRACTICE,NAPROXEN,19,249.52
OW709429,1619984911,INTERNAL MEDICINE,BUPROPION HCL,15,590.95
XD835937,1609130855,GENERAL PRACTICE,LEVOTHYROXINE SODIUM,18,205.88
EA476855,1912068297,CARDIOLOGY,HYDROCHLOROTHIAZIDE,27,59.94
CZ995625,1134290067,INTERNAL MEDICINE,FENOFIBRATE,20,1474.18
PT481747,1306953641,GENERAL PRACTICE,BUPROPION HCL,26,223.16
RF845630,1023088713,FAMILY PRACTICE,METHADONE HCL,134,3578.22
SA254080,1043244510,INTERNAL MEDICINE,OXYBUTYNIN CHLORIDE,37,2206.43
VI425549,1407090566,PSYCHIATRY & NEUROLOGY,METHYLPHENIDATE HCL,18,3594.63
OT653709,1568446920,FAMILY PRACTICE,CLONAZEPAM,46,325.02
PI644419,1962476267,INTERNAL MEDICINE,TRAMADOL HCL,169,1042.15
CP542876,1912940552,INTERNAL MEDICINE,SUMATRIPTAN SUCCINATE,16,295.37
GV978036,1275553240,FAMILY PRACTICE,HYDRALAZINE HCL,226,2549.05
NZ278962,1215971874,INTERNAL MEDICINE,AMITRIPTYLINE HCL,30,393.79
MZ401109,1477599751,INTERNAL MEDICINE,METFORMIN HCL,54,204.34
XK806738,1437154432,NEUROLOGY,DEXTROAMPHETAMINE/AMPHETAMINE,17,794.96
ED409692,1154314797,CARDIOLOGY,ROSUVASTATIN CALCIUM,52,18072.89
UO510690,1902854466,FAMILY PRACTICE,RANOLAZINE,12,3461.31
VU256935,1689828659,PSYCHIATRY & NEUROLOGY,TRIHEXYPHENIDYL HCL,11,135.9
DV403261,1275644098,INTERNAL MEDICINE,PREGABALIN,11,3422.56
VD461625,1780770131,INTERNAL MEDICINE,CARBIDOPA/LEVODOPA,18,445.24
RB213516,1386637916,INTERNAL MEDICINE,AMOXICILLIN,16,122.2
QU182010,1841285277,INFECTIOUS DISEASE,BUPROPION HCL,12,95.1
WW173475,1811910334,FAMILY PRACTICE,ESOMEPRAZOLE MAGNESIUM,15,3669.69
SU869025,1457481707,INTERNAL MEDICINE,GLIPIZIDE,26,105.91
VS960225,1265451595,FAMILY PRACTICE,"INSULIN GLARGINE,HUM.REC.ANLOG",15,11221.14
TX805693,1780676437,INTERNAL MEDICINE,"INSULIN REGULAR, HUMAN",13,2505.24
OD257527,1700911328,CARDIOLOGY,DILTIAZEM HCL,52,1194.12
ID177218,1063508752,GENERAL SURGERY,TRAMADOL HCL,151,532.41
JI388134,1144397845,PSYCHIATRY,TRAZODONE HCL,93,804.51
QI869360,1528285566,INTERNAL MEDICINE,LOSARTAN POTASSIUM,32,189.33
GW346466,1265469803,PULMONARY DISEASE,FUROSEMIDE,54,130.35
OP290152,1467433748,INTERNAL MEDICINE,FLUTICASONE/SALMETEROL,24,7361.65
TX725910,1306287115,INTERNAL MEDICINE,OMEPRAZOLE,21,153.07
YA933855,1720096753,INTERNAL MEDICINE,METOPROLOL TARTRATE,76,626.94
IX679177,1255531711,NURSE PRACTITIONER,CIPROFLOXACIN HCL,28,144.69
NF744270,1033296207,INTERNAL MEDICINE,VALSARTAN,32,1871.68
QA570434,1356481790,PSYCHIATRY,BETHANECHOL CHLORIDE,12,860.32
SE473142,1306147863,NURSE PRACTITIONER,ALENDRONATE SODIUM,17,48.05
JE924200,1083645576,CARDIOLOGY,OMEPRAZOLE,25,499.21
AT968067,1720200017,FAMILY PRACTICE,ESCITALOPRAM OXALATE,29,238.98
YS685637,1780029132,PHYSICIAN ASSISTANT,METOPROLOL TARTRATE,17,148.77
IT605884,1912937012,INTERNAL MEDICINE,CLONIDINE HCL,137,819.52
XZ522172,1730317447,FAMILY PRACTICE,LISINOPRIL,60,372.53
CB954578,1346464617,NURSE PRACTITIONER,GLYBURIDE,11,319.81
QL370392,1780633966,FAMILY PRACTICE,NITROFURANTOIN MACROCRYSTAL,12,295.64
HG813417,1770564437,INTERNAL MEDICINE,CHLORTHALIDONE,11,260.18
ZJ539457,1255447421,INTERNAL MEDICINE,RANITIDINE HCL,76,751.95
IF439408,1003120502,INTERNAL MEDICINE,ATENOLOL,28,127.38
EO164548,1295765378,INTERNAL MEDICINE,GEMFIBROZIL,21,189.83
OH598227,1306822168,PHYSICIAN ASSISTANT,FLUTICASONE PROPIONATE,33,359.06
XI388969,1306124813,STUDENT IN AN ORGANIZED HEALTH CARE EDUCATION/TRAINING PROGRAM,TAMOXIFEN CITRATE,17,645.53
CW305354,1134151558,INTERNAL MEDICINE,PRAMIPEXOLE DI-HCL,19,247.27
HL380475,1285914804,PHARMACIST,TOLTERODINE TARTRATE,14,5088.44
GE582001,1164457958,FAMILY PRACTICE,"PEN NEEDLE, DIABETIC",41,1735.59
UW514652,1619155983,FAMILY PRACTICE,FOSAMPRENAVIR CALCIUM,20,23159.42
CV473318,1952509853,FAMILY PRACTICE,ALPRAZOLAM,13,92.23
JQ301645,1063480036,HEMATOLOGY/ONCOLOGY,RIVAROXABAN,60,23117.45
ND445951,1285629030,FAMILY PRACTICE,LEVOFLOXACIN,77,992.68
PE828778,1659339208,INTERNAL MEDICINE,MORPHINE SULFATE,52,747.33
BS701743,1326083940,FAMILY PRACTICE,ISOSORBIDE MONONITRATE,13,539.02
FQ406337,1144238882,FAMILY PRACTICE,MONTELUKAST SODIUM,73,787.81
FC118949,1447261615,NEPHROLOGY,FENOFIBRATE NANOCRYSTALLIZED,21,1127.77
MD819165,1912068768,INTERNAL MEDICINE,METOPROLOL SUCCINATE,255,5617.59
HH744342,1366510083,INTERNAL MEDICINE,ALCOHOL ANTISEPTIC PADS,70,166.1
ZX223077,1558442368,INTERNAL MEDICINE,BUDESONIDE/FORMOTEROL FUMARATE,37,9814.38
NW578465,1245591890,NURSE PRACTITIONER,CARVEDILOL,15,321.01
CT904797,1508875733,INTERNAL MEDICINE,VENLAFAXINE HCL,18,208.4
DG188991,1205144946,NURSE PRACTITIONER,METOPROLOL TARTRATE,144,894.49
KZ214813,1063456028,FAMILY PRACTICE,CITALOPRAM HYDROBROMIDE,52,353.71
WP601979,1699885475,FAMILY PRACTICE,TERAZOSIN HCL,29,375.33
YA898584,1770710337,INTERNAL MEDICINE,POTASSIUM CHLORIDE,12,288.72
LI953621,1306835582,OPTOMETRY,LATANOPROST,12,1575.36
QK891329,1578538278,INTERNAL MEDICINE,BUPROPION HCL,15,661.82
JV135588,1245228881,FAMILY PRACTICE,MESALAMINE,11,3500.99
RD451004,1578534855,GENERAL PRACTICE,DIGOXIN,21,900.57
XN343594,1104089390,PSYCHIATRY,VENLAFAXINE HCL,24,242.88
TL503585,1437318409,OPHTHALMOLOGY,DORZOLAMIDE HCL/TIMOLOL MALEAT,81,1962.89
DW842528,1477584936,EMERGENCY MEDICINE,PREDNISONE,48,543.42
SC361287,1558350827,FAMILY PRACTICE,AMLODIPINE BESYLATE/BENAZEPRIL,47,1779.29
QT273104,1740239912,INTERNAL MEDICINE,BUDESONIDE/FORMOTEROL FUMARATE,65,21919.28
BW744726,1740513118,NURSE PRACTITIONER,DILTIAZEM HCL,38,1148.63
IA625163,1225133978,FAMILY PRACTICE,CEPHALEXIN,15,167.12
JB785309,1093991077,FAMILY PRACTICE,BUDESONIDE/FORMOTEROL FUMARATE,19,9391.6
UR375092,1992893978,PSYCHIATRY,BUPROPION HCL,118,6823.9
AW492684,1891754941,FAMILY PRACTICE,CEPHALEXIN,35,140.24
QA895617,1699869321,FAMILY PRACTICE,BUPROPION HCL,13,416.12
AR388038,1346627296,NURSE PRACTITIONER,ROPINIROLE HCL,13,91.67
MH990313,1891724316,EMERGENCY MEDICINE,CIPROFLOXACIN HCL,14,66.73
HI887713,1124122825,FAMILY PRACTICE,SIMVASTATIN,64,741.74
YA276149,1952450280,EMERGENCY MEDICINE,AZITHROMYCIN,15,90.36
DY893919,1699885475,FAMILY PRACTICE,DULOXETINE HCL,28,4269.52
WS353756,1164455507,INTERNAL MEDICINE,ATENOLOL,28,239.95
TB399953,1790763464,GENERAL PRACTICE,LABETALOL HCL,11,546.23
GW801615,1821094616,INTERNAL MEDICINE,INSULIN ASPART,44,12132.88
MQ989205,1932204948,FAMILY PRACTICE,CLONAZEPAM,22,236.47
JE689822,1275579187,FAMILY PRACTICE,KETOCONAZOLE,11,306.61
BI148923,1053567644,GERIATRIC MEDICINE,TIOTROPIUM BROMIDE,60,21387.55
FJ487653,1346206224,OPHTHALMOLOGY,LOTEPREDNOL ETABONATE,78,15889.39
VK191770,1649291717,PSYCHIATRY,OXCARBAZEPINE,33,637.41
FR362815,1114094851,FAMILY PRACTICE,HYDROCHLOROTHIAZIDE,182,1313.68
JR942389,1922018993,PHYSICIAN ASSISTANT,METOCLOPRAMIDE HCL,13,84.5
WR846939,1215986765,NEUROLOGY,DIVALPROEX SODIUM,29,857.05
HT831041,1659350163,INTERNAL MEDICINE,SERTRALINE HCL,12,125.3
MA970063,1649597501,FAMILY PRACTICE,METOLAZONE,13,290.48
KN752428,1073716163,HEMATOLOGY/ONCOLOGY,PREDNISONE,66,446.5
QZ985294,1568561710,FAMILY PRACTICE,TIOTROPIUM BROMIDE,35,13328.49
BU680899,1114914637,INTERNAL MEDICINE,METHADONE HCL,16,214.44
HR340386,1730380007,PHYSICAL MEDICINE AND REHABILITATION,MORPHINE SULFATE,14,123.23
AZ408524,1679704845,NURSE PRACTITIONER,SULFAMETHOXAZOLE/TRIMETHOPRIM,18,67.06
BP653468,1467626986,INTERNAL MEDICINE,DEXLANSOPRAZOLE,48,13692.12
YM383473,1962404707,FAMILY PRACTICE,SOLIFENACIN SUCCINATE,14,2945.94
QB547524,1831164151,INTERNAL MEDICINE,BUMETANIDE,15,807.64
LN547835,1801013164,EMERGENCY MEDICINE,DESVENLAFAXINE SUCCINATE,11,2640.91
IJ549324,1518915255,FAMILY PRACTICE,BUPROPION HCL,23,381.11
WJ627994,1477539880,INTERNAL MEDICINE,GLIMEPIRIDE,38,442.79
RU915573,1205071164,INTERNAL MEDICINE,TEMAZEPAM,17,138.07
XT877165,1235181629,FAMILY PRACTICE,MOMETASONE/FORMOTEROL,23,7357.41
XH354771,1578589552,NURSE PRACTITIONER,TOPIRAMATE,16,204.69
DW158784,1811308604,NURSE PRACTITIONER,MONTELUKAST SODIUM,26,282.71
NY207782,1306912266,NURSE PRACTITIONER,ALLOPURINOL,16,331.3
UG256338,1265420731,FAMILY PRACTICE,PROPRANOLOL HCL,14,1095.57
RQ636642,1538264551,INTERNAL MEDICINE,METHYLPREDNISOLONE,22,417.68
AJ928480,1124017173,CARDIOLOGY,ISOSORBIDE MONONITRATE,102,1911.61
CT534618,1700853280,FAMILY PRACTICE,AZITHROMYCIN,26,320.5
NP177224,1649370735,INTERNAL MEDICINE,PREDNISONE,60,330.88
YQ486356,1366424459,FAMILY PRACTICE,PROPRANOLOL HCL,16,345.15
QE380990,1962409573,INTERNAL MEDICINE,BUTALB/ACETAMINOPHEN/CAFFEINE,22,919.74
DC431356,1417967118,INTERNAL MEDICINE,FENTANYL,170,9930.09
DP954592,1437128402,FAMILY PRACTICE,METHOTREXATE SODIUM,36,326.77
FX688190,1104858794,INTERNAL MEDICINE,THEOPHYLLINE ANHYDROUS,12,803.99
DA500411,1730279373,HEMATOLOGY/ONCOLOGY,AMLODIPINE BESYLATE,19,93.69
VK710246,1316181027,INTERNAL MEDICINE,NIACIN,12,648.82
PC201699,1598738262,RHEUMATOLOGY,TEMAZEPAM,13,93.94
NY663834,1265572275,GENERAL PRACTICE,DICLOFENAC SODIUM,46,469.37
BC693114,1639249451,FAMILY PRACTICE,VENLAFAXINE HCL,30,394.47
MF571572,1326018748,INTERNAL MEDICINE,RAMIPRIL,15,250.63
VA710199,1134143860,NURSE PRACTITIONER,"INSULIN GLARGINE,HUM.REC.ANLOG",18,5733.39
GK380376,1902800998,UROLOGY,NITROFURANTOIN MACROCRYSTAL,12,249.91
UC385366,1578677316,INTERNAL MEDICINE,INSULIN ASPART,17,8518.37
TS933136,1285796847,PSYCHIATRY,MIRTAZAPINE,66,698.29
LO744594,1174597124,FAMILY PRACTICE,MELOXICAM,78,553.84
DF898217,1275599763,EMERGENCY MEDICINE,CEPHALEXIN,16,76.09
IK384160,1851370944,CARDIOLOGY,LOSARTAN POTASSIUM,53,595.94
IN604254,1528292794,NURSE PRACTITIONER,TIOTROPIUM BROMIDE,17,6404.75
MS860343,1396704318,INTERNAL MEDICINE,FAMCICLOVIR,11,404.58
TL659699,1821228909,FAMILY PRACTICE,MONTELUKAST SODIUM,16,306.97
DZ281015,1336249473,PHYSICIAN ASSISTANT,ZOLMITRIPTAN,15,889.32
LZ697269,1073630125,CARDIOLOGY,RAMIPRIL,32,532.39
DM703740,1770670879,FAMILY PRACTICE,INSULIN ASPART,18,3885.58
LW584647,1487746863,NURSE PRACTITIONER,NYSTATIN/TRIAMCIN,24,2648.9
FV550524,1639179013,INTERNAL MEDICINE,ZOLPIDEM TARTRATE,84,1543.09
IW558946,1417967118,INTERNAL MEDICINE,COLCHICINE,110,13080.6
II713201,1508818253,PULMONARY DISEASE,INSULIN GLULISINE,16,1465.68
XO893670,1881791234,OSTEOPATHIC MANIPULATIVE MEDICINE,CLONIDINE HCL,12,129.82
IS444807,1053351528,INTERNAL MEDICINE,HYDROCHLOROTHIAZIDE,102,560.76
SB764731,1447206792,FAMILY PRACTICE,TESTOSTERONE,20,7059.79
XG948527,1609837285,NEPHROLOGY,FUROSEMIDE,194,862.77
DO426242,1568486413,INTERNAL MEDICINE,NIACIN,12,4361.97
WS282399,1013348556,NURSE PRACTITIONER,RANITIDINE HCL,12,78.0
MF922365,1245207877,INTERNAL MEDICINE,LEVOFLOXACIN,13,67.36
JQ852476,1790721041,CARDIOLOGY,SITAGLIPTIN PHOSPHATE,18,10464.93
MQ184133,1790066736,NURSE PRACTITIONER,ATENOLOL,54,228.22
DE666146,1235106998,FAMILY PRACTICE,BUPROPION HCL,13,523.13
JR730995,1922189927,PSYCHIATRY,RISPERIDONE,34,753.01
UD164286,1023015542,DERMATOLOGY,DOXYCYCLINE HYCLATE,74,9121.17
PQ880428,1639238215,INTERNAL MEDICINE,TROSPIUM CHLORIDE,11,422.97
ID762034,1609119155,PHYSICIAN ASSISTANT,ATORVASTATIN CALCIUM,89,1827.76
FY760357,1437431418,NURSE PRACTITIONER,PREDNISONE,33,156.52
NP282102,1063456028,FAMILY PRACTICE,DILTIAZEM HCL,13,414.9
UJ544582,1356382246,CARDIOLOGY,OLMESARTAN MEDOXOMIL,31,6967.89
OZ317511,1336107333,NEUROLOGY,ACETAMINOPHEN WITH CODEINE,14,457.8
TV228009,1851545859,NEPHROLOGY,HYDROCHLOROTHIAZIDE,48,397.57
QF213628,1194871772,GERIATRIC MEDICINE,QUETIAPINE FUMARATE,40,315.52
OD468543,1376577387,PULMONARY DISEASE,MOMETASONE/FORMOTEROL,16,4685.58
KF832191,1063452936,GENERAL PRACTICE,TRAMADOL HCL,69,371.6
SB335744,1124063185,INTERNAL MEDICINE,ZOLPIDEM TARTRATE,20,209.19
BF872210,1710089271,FAMILY PRACTICE,INSULIN DETEMIR,17,8641.46
HU428036,1144531088,FAMILY PRACTICE,PREGABALIN,34,11829.75
TB664403,1902800402,INTERNAL MEDICINE,OLMESARTAN MEDOXOMIL,72,16581.28
FV245313,1477964518,STUDENT IN AN ORGANIZED HEALTH CARE EDUCATION/TRAINING PROGRAM,ALBUTEROL SULFATE,13,759.4
OM973693,1245209907,GASTROENTEROLOGY,RIFAXIMIN,11,18887.5
BU474973,1538145958,PULMONARY DISEASE,ALBUTEROL SULFATE,88,5046.34
QX669003,1417185612,INTERNAL MEDICINE,PREDNISONE,37,219.5
IL981512,1033298641,GENERAL PRACTICE,PRAVASTATIN SODIUM,197,3817.84
AP340735,1134231897,PSYCHIATRY & NEUROLOGY,MIRTAZAPINE,63,907.14
YO321862,1295937795,NURSE PRACTITIONER,ALLOPURINOL,17,186.98
YI677471,1861402760,FAMILY PRACTICE,SIMVASTATIN,86,610.7
XG731300,1255339792,INTERNAL MEDICINE,ESOMEPRAZOLE MAGNESIUM,28,14513.11
PY850496,1811961311,NURSE PRACTITIONER,CALCITRIOL,19,769.9
VI881925,1831178706,OBSTETRICS/GYNECOLOGY,INSULIN ASPART,18,7229.91
IX684236,1043281025,FAMILY PRACTICE,NIACIN,29,2686.86
HZ835176,1346235280,CARDIOLOGY,SIMVASTATIN,169,1793.37
XL283695,1528007432,INTERNAL MEDICINE,SOTALOL HCL,16,222.96
BD951367,1487974432,NURSE PRACTITIONER,RIVAROXABAN,151,29699.35
HY828929,1144564279,NURSE PRACTITIONER,FLUOXETINE HCL,126,1040.63
MT885982,1194803908,INTERNAL MEDICINE,METOPROLOL TARTRATE,109,637.07
EF927816,1376716860,OPTOMETRY,CYCLOSPORINE,34,36827.4
RJ374475,1588631824,INTERNAL MEDICINE,OMEGA-3 ACID ETHYL ESTERS,17,6224.6
GL269695,1407955099,INTERNAL MEDICINE,DICYCLOMINE HCL,13,128.25
OL875132,1982641866,GASTROENTEROLOGY,TRAMADOL HCL,11,26.5
CC551916,1275523631,GASTROENTEROLOGY,BALSALAZIDE DISODIUM,36,5324.46
SQ425687,1760596134,FAMILY PRACTICE,METHOTREXATE SODIUM,45,2555.65
WZ947038,1366433443,FAMILY PRACTICE,ATENOLOL,42,261.55
SC385447,1518082130,PSYCHIATRY & NEUROLOGY,ZALEPLON,12,310.9
IP208096,1619963105,INTERNAL MEDICINE,DIPHENOXYLATE HCL/ATROPINE,22,384.79
PH803678,1184620056,CARDIOLOGY,SOTALOL HCL,16,170.54
HM196181,1841252061,FAMILY PRACTICE,CARBIDOPA/LEVODOPA,60,1468.57
LR746321,1952389074,INTERVENTIONAL PAIN MANAGEMENT,ONDANSETRON,14,676.83
VG165776,1649283557,INTERNAL MEDICINE,AMIODARONE HCL,17,158.35
MP162790,1831263664,DENTIST,TRIAMCINOLONE ACETONIDE,30,2011.19
JE768447,1205829066,NEPHROLOGY,POTASSIUM CHLORIDE,14,218.5
BY913274,1578774949,NEUROLOGY,CARBAMAZEPINE,25,2211.25
SE597860,1629064043,INTERNAL MEDICINE,RIVAROXABAN,27,6381.27
HL226221,1629078936,INTERNAL MEDICINE,MIRTAZAPINE,32,496.05
UV324680,1962526418,DENTIST,AMOXICILLIN,49,138.38
YP218733,1598737116,FAMILY PRACTICE,PAROXETINE HCL,18,180.66
DI129062,1003815192,INTERNAL MEDICINE,CARVEDILOL,151,795.49
IJ226700,1467457929,CARDIOLOGY,VALSARTAN,13,2547.49
YK564631,1881837946,NURSE PRACTITIONER,POTASSIUM CHLORIDE,88,2920.96
WE383611,1063522167,FAMILY PRACTICE,PRAVASTATIN SODIUM,16,368.32
HM795848,1881689347,CARDIOLOGY,METOPROLOL SUCCINATE,36,2233.23
YL667176,1124116306,INTERNAL MEDICINE,ESCITALOPRAM OXALATE,13,119.01
QJ989287,1205879137,PHYSICIAN ASSISTANT,LEVOTHYROXINE SODIUM,66,1130.59
VR895376,1770791279,PHYSICIAN ASSISTANT,LOSARTAN/HYDROCHLOROTHIAZIDE,29,147.24
EJ519685,1043245145,INTERNAL MEDICINE,ROSUVASTATIN CALCIUM,100,25085.67
XN719159,1134195449,FAMILY PRACTICE,ALLOPURINOL,64,755.59
PO745212,1407019730,INTERNAL MEDICINE,PANTOPRAZOLE SODIUM,13,95.78
VD217468,1528060431,HEMATOLOGY/ONCOLOGY,ANAGRELIDE HCL,12,536.81
PE280857,1831364439,PHYSICIAN ASSISTANT,AMOXICILLIN/POTASSIUM CLAV,21,305.74
WA134429,1982660338,INTERNAL MEDICINE,METFORMIN HCL,26,184.94
WM669108,1316923634,DERMATOLOGY,CLOBETASOL PROPIONATE,21,3493.28
KP630018,1225389604,PHYSICIAN ASSISTANT,OXYCODONE HCL,83,1429.93
XQ590927,1487648408,INTERNAL MEDICINE,ALPRAZOLAM,27,133.98
SR581305,1841289659,INTERNAL MEDICINE,NYSTATIN,17,350.75
VH473538,1386660322,INTERNAL MEDICINE,ECONAZOLE NITRATE,34,8699.14
LS250699,1518026327,HEMATOLOGY,DIVALPROEX SODIUM,27,6711.68
NC589602,1356499156,INTERNAL MEDICINE,TRAZODONE HCL,32,282.3
XR909896,1023172061,INTERNAL MEDICINE,DIGOXIN,12,508.42
PR842704,1790790111,PHYSICIAN ASSISTANT,CARVEDILOL,58,480.86
KW114056,1912957176,PSYCHIATRY & NEUROLOGY,BUPROPION HCL,16,524.48
YV641939,1538225610,FAMILY PRACTICE,ALLOPURINOL,31,320.25
KL134564,1073670154,FAMILY PRACTICE,CIPROFLOXACIN HCL,44,249.6
ZP456366,1093714800,INTERNAL MEDICINE,LIPASE/PROTEASE/AMYLASE,13,3048.94
EA511395,1316981558,INTERNAL MEDICINE,RISPERIDONE,12,157.28
UW658929,1528051984,NEPHROLOGY,CLOPIDOGREL BISULFATE,18,454.17
IZ950669,1578519286,INTERNAL MEDICINE,"INSULIN REGULAR, HUMAN",18,2316.85
WJ975011,1851387443,FAMILY PRACTICE,GLIPIZIDE,25,855.0
WR606753,1063602845,NURSE PRACTITIONER,AMIODARONE HCL,16,214.94
XN660266,1316988587,FAMILY PRACTICE,KETOCONAZOLE,16,530.98
TG881635,1336150069,FAMILY PRACTICE,SERTRALINE HCL,15,81.7
VI483200,1801895867,INTERNAL MEDICINE,FUROSEMIDE,39,189.32
TW801139,1659436004,INTERNAL MEDICINE,DILTIAZEM HCL,13,175.02
UD734356,1760642565,INTERNAL MEDICINE,PREDNISONE,22,355.03
PZ322850,1215988803,MEDICAL ONCOLOGY,SULFAMETHOXAZOLE/TRIMETHOPRIM,13,120.09
NL472149,1992742738,FAMILY PRACTICE,IBUPROFEN,17,108.87
MM325421,1982764031,NEUROLOGY,GABAPENTIN,17,160.03
